Transaction_ID,Date,Time,Merchant_Name,Category,Amount,Card_Last_4,Transaction_Type,Location,Status
TXN00419,2025-05-19,01:17:57,Whole Foods Market,Groceries,36.98,4532,Purchase,New York NY,Completed
TXN00420,2025-05-21,21:12:47,Starbucks Coffee,Food & Dining,53.17,4532,Purchase,New York NY,Completed
TXN00421,2025-05-19,06:04:59,Shell Gas Station,Gas & Transportation,217.59,4532,Purchase,Brooklyn NY,Completed
TXN00422,2025-05-25,15:34:58,Netflix,Entertainment,104.98,4532,Purchase,Online,Completed
TXN00423,2025-05-05,03:48:34,Amazon.com,Shopping,151.32,4532,Purchase,Online,Completed
TXN00424,2025-05-13,04:35:37,Uber,Transportation,145.09,4532,Purchase,Online,Completed
TXN00425,2025-05-22,03:56:42,McDonald's,Food & Dining,140.18,4532,Purchase,New York NY,Completed
TXN00426,2025-05-24,22:20:56,McDonald's,Food & Dining,232.28,4532,Purchase,New York NY,Completed
TXN00427,2025-05-07,15:46:15,Amazon.com,Shopping,102.22,4532,Purchase,Online,Completed
TXN00428,2025-05-03,11:49:31,Apple Store,Shopping,83.91,4532,Purchase,San Francisco CA,Completed
TXN00429,2025-05-18,08:25:12,Amazon.com,Shopping,19.04,4532,Purchase,Online,Completed
TXN00430,2025-05-05,14:48:20,Shell Gas Station,Gas & Transportation,245.15,4532,Purchase,Brooklyn NY,Completed
TXN00431,2025-05-10,07:51:48,Shell Gas Station,Gas & Transportation,125.08,4532,Purchase,Brooklyn NY,Completed
TXN00432,2025-05-04,03:13:23,McDonald's,Food & Dining,119.74,4532,Purchase,New York NY,Completed
TXN00433,2025-05-19,02:40:27,Apple Store,Shopping,60.75,4532,Purchase,San Francisco CA,Completed
TXN00434,2025-05-16,09:22:36,Starbucks Coffee,Food & Dining,8.16,4532,Purchase,New York NY,Completed
TXN00435,2025-05-24,09:33:43,McDonald's,Food & Dining,84.71,4532,Purchase,New York NY,Completed
TXN00436,2025-05-13,00:33:41,Shell Gas Station,Gas & Transportation,236.24,4532,Purchase,Brooklyn NY,Completed
TXN00437,2025-05-25,09:57:19,Whole Foods Market,Groceries,199.22,4532,Purchase,New York NY,Completed
TXN00438,2025-05-02,01:23:52,Uber,Transportation,24.15,4532,Purchase,Online,Completed
TXN00439,2025-05-26,21:33:09,Uber,Transportation,54.43,4532,Purchase,Online,Completed
TXN00440,2025-05-05,15:33:04,Netflix,Entertainment,153.63,4532,Purchase,Online,Completed
TXN00441,2025-05-26,00:46:18,Amazon.com,Shopping,25.48,4532,Purchase,Online,Completed
TXN00442,2025-05-07,08:47:01,Amazon.com,Shopping,150.91,4532,Purchase,Online,Completed
TXN00443,2025-05-16,13:20:36,Netflix,Entertainment,100.44,4532,Purchase,Online,Completed
TXN00444,2025-05-19,05:09:09,Apple Store,Shopping,59.27,4532,Purchase,San Francisco CA,Completed
TXN00445,2025-05-30,21:20:00,Shell Gas Station,Gas & Transportation,123.52,4532,Purchase,Brooklyn NY,Completed
TXN00446,2025-05-04,10:09:13,Shell Gas Station,Gas & Transportation,244.45,4532,Purchase,Brooklyn NY,Completed
TXN00447,2025-05-04,07:37:18,McDonald's,Food & Dining,153.4,4532,Purchase,New York NY,Completed
TXN00448,2025-05-07,18:09:12,Shell Gas Station,Gas & Transportation,209.24,4532,Purchase,Brooklyn NY,Completed
TXN00449,2025-05-09,04:22:59,Whole Foods Market,Groceries,30.78,4532,Purchase,New York NY,Completed
TXN00450,2025-05-29,19:20:35,Whole Foods Market,Groceries,64.35,4532,Purchase,New York NY,Completed
TXN00451,2025-05-24,14:55:42,Amazon.com,Shopping,10.52,4532,Purchase,Online,Completed
TXN00452,2025-05-03,14:47:14,Whole Foods Market,Groceries,6.13,4532,Purchase,New York NY,Completed
TXN00453,2025-05-12,08:52:39,Whole Foods Market,Groceries,187.58,4532,Purchase,New York NY,Completed
TXN00454,2025-05-20,05:36:14,Uber,Transportation,83.09,4532,Purchase,Online,Completed
TXN00455,2025-05-18,08:29:46,Amazon.com,Shopping,129.25,4532,Purchase,Online,Completed
TXN00456,2025-05-04,07:25:48,Whole Foods Market,Groceries,55.34,4532,Purchase,New York NY,Completed
TXN00457,2025-05-09,05:33:57,Whole Foods Market,Groceries,84.46,4532,Purchase,New York NY,Completed
TXN00458,2025-05-23,17:28:55,McDonald's,Food & Dining,143.27,4532,Purchase,New York NY,Completed
TXN00459,2025-05-13,03:22:10,McDonald's,Food & Dining,180.44,4532,Purchase,New York NY,Completed
TXN00460,2025-05-25,10:42:29,Whole Foods Market,Groceries,76.05,4532,Purchase,New York NY,Completed
TXN00461,2025-05-08,07:06:56,Amazon.com,Shopping,169.49,4532,Purchase,Online,Completed
TXN00462,2025-05-30,02:06:34,Uber,Transportation,127.54,4532,Purchase,Online,Completed
TXN00463,2025-05-01,13:59:37,Starbucks Coffee,Food & Dining,131.56,4532,Purchase,New York NY,Completed
TXN00464,2025-05-29,23:19:50,Uber,Transportation,206.11,4532,Purchase,Online,Completed
TXN00465,2025-05-02,18:49:58,Amazon.com,Shopping,209.38,4532,Purchase,Online,Completed
TXN00466,2025-05-25,00:50:29,Starbucks Coffee,Food & Dining,210.07,4532,Purchase,New York NY,Completed
TXN00467,2025-05-26,08:04:22,Amazon.com,Shopping,16.23,4532,Purchase,Online,Completed
TXN00468,2025-05-11,20:16:07,Shell Gas Station,Gas & Transportation,221.22,4532,Purchase,Brooklyn NY,Completed
TXN00469,2025-05-12,06:34:21,Uber,Transportation,190.91,4532,Purchase,Online,Completed
TXN00470,2025-05-23,21:22:00,Shell Gas Station,Gas & Transportation,236.18,4532,Purchase,Brooklyn NY,Completed
TXN00471,2025-05-28,01:35:58,Amazon.com,Shopping,135.84,4532,Purchase,Online,Completed
TXN00472,2025-05-08,05:26:38,Netflix,Entertainment,195.44,4532,Purchase,Online,Completed
TXN00473,2025-05-27,00:33:22,Starbucks Coffee,Food & Dining,185.12,4532,Purchase,New York NY,Completed
TXN00474,2025-05-06,07:52:01,Apple Store,Shopping,148.12,4532,Purchase,San Francisco CA,Completed
TXN00475,2025-05-19,19:03:48,Starbucks Coffee,Food & Dining,124.49,4532,Purchase,New York NY,Completed
TXN00476,2025-05-23,16:48:40,McDonald's,Food & Dining,210.66,4532,Purchase,New York NY,Completed
TXN00477,2025-05-11,22:57:28,Shell Gas Station,Gas & Transportation,3.68,4532,Purchase,Brooklyn NY,Completed
TXN00478,2025-05-05,12:15:23,Apple Store,Shopping,220.51,4532,Purchase,San Francisco CA,Completed
TXN00479,2025-05-08,11:53:42,Apple Store,Shopping,150.09,4532,Purchase,San Francisco CA,Completed
TXN00480,2025-05-28,07:07:47,Shell Gas Station,Gas & Transportation,125.91,4532,Purchase,Brooklyn NY,Completed
TXN00481,2025-05-21,04:15:40,Apple Store,Shopping,86.91,4532,Purchase,San Francisco CA,Completed
TXN00482,2025-05-30,00:09:44,Shell Gas Station,Gas & Transportation,209.13,4532,Purchase,Brooklyn NY,Completed
TXN00483,2025-05-08,00:18:16,Apple Store,Shopping,212.56,4532,Purchase,San Francisco CA,Completed
TXN00484,2025-05-16,14:37:01,Uber,Transportation,138.15,4532,Purchase,Online,Completed
TXN00485,2025-05-25,17:18:36,Amazon.com,Shopping,149.62,4532,Purchase,Online,Completed
TXN00486,2025-05-23,00:14:24,Netflix,Entertainment,8.06,4532,Purchase,Online,Completed
TXN00487,2025-05-01,02:23:50,Whole Foods Market,Groceries,22.58,4532,Purchase,New York NY,Completed
TXN00488,2025-05-26,09:17:02,McDonald's,Food & Dining,211.99,4532,Purchase,New York NY,Completed
TXN00489,2025-05-15,19:35:56,Amazon.com,Shopping,169.38,4532,Purchase,Online,Completed
TXN00490,2025-05-09,18:12:22,Shell Gas Station,Gas & Transportation,135.37,4532,Purchase,Brooklyn NY,Completed
TXN00491,2025-05-19,10:04:12,Shell Gas Station,Gas & Transportation,14.97,4532,Purchase,Brooklyn NY,Completed
TXN00492,2025-05-25,17:37:34,Uber,Transportation,127.29,4532,Purchase,Online,Completed
TXN00493,2025-05-17,19:38:12,McDonald's,Food & Dining,31.3,4532,Purchase,New York NY,Completed
TXN00494,2025-05-19,21:30:51,Whole Foods Market,Groceries,238.62,4532,Purchase,New York NY,Completed
TXN00495,2025-05-08,20:09:00,Netflix,Entertainment,142.22,4532,Purchase,Online,Completed
TXN00496,2025-05-24,03:14:51,Netflix,Entertainment,116.15,4532,Purchase,Online,Completed
TXN00497,2025-05-07,00:40:04,Uber,Transportation,21.44,4532,Purchase,Online,Completed
TXN00498,2025-05-17,16:41:22,Starbucks Coffee,Food & Dining,219.72,4532,Purchase,New York NY,Completed
TXN00499,2025-05-24,07:55:35,Uber,Transportation,9.84,4532,Purchase,Online,Completed
TXN00500,2025-05-02,11:50:05,Amazon.com,Shopping,242.11,4532,Purchase,Online,Completed
TXN00501,2025-06-04,15:12:54,Uber,Transportation,73.95,4532,Purchase,Online,Completed
TXN00502,2025-06-13,00:40:46,Starbucks Coffee,Food & Dining,194.99,4532,Purchase,New York NY,Completed
TXN00503,2025-06-16,18:35:54,Netflix,Entertainment,237.71,4532,Purchase,Online,Completed
TXN00504,2025-06-02,00:42:39,Apple Store,Shopping,247.02,4532,Purchase,San Francisco CA,Completed
TXN00505,2025-06-10,00:14:42,Uber,Transportation,49.9,4532,Purchase,Online,Completed
TXN00506,2025-06-30,16:26:28,Whole Foods Market,Groceries,18.94,4532,Purchase,New York NY,Completed
TXN00507,2025-06-23,23:41:57,McDonald's,Food & Dining,78.63,4532,Purchase,New York NY,Completed
TXN00508,2025-06-02,13:15:07,Shell Gas Station,Gas & Transportation,88.99,4532,Purchase,Brooklyn NY,Completed
TXN00509,2025-06-13,11:00:50,Amazon.com,Shopping,247.99,4532,Purchase,Online,Completed
TXN00510,2025-06-18,03:25:05,McDonald's,Food & Dining,223.99,4532,Purchase,New York NY,Completed
TXN00511,2025-06-12,01:43:35,McDonald's,Food & Dining,4.6,4532,Purchase,New York NY,Completed
TXN00512,2025-06-28,20:06:33,Shell Gas Station,Gas & Transportation,203.39,4532,Purchase,Brooklyn NY,Completed
TXN00513,2025-06-16,09:43:16,McDonald's,Food & Dining,60.38,4532,Purchase,New York NY,Completed
TXN00514,2025-06-17,22:39:41,Netflix,Entertainment,160.79,4532,Purchase,Online,Completed
TXN00515,2025-06-11,05:39:59,McDonald's,Food & Dining,198.58,4532,Purchase,New York NY,Completed
TXN00516,2025-06-06,14:18:02,Starbucks Coffee,Food & Dining,14.03,4532,Purchase,New York NY,Completed
TXN00517,2025-06-18,13:15:34,Amazon.com,Shopping,49.91,4532,Purchase,Online,Completed
TXN00518,2025-06-19,18:51:54,Apple Store,Shopping,131.75,4532,Purchase,San Francisco CA,Completed
TXN00519,2025-06-27,23:40:03,McDonald's,Food & Dining,175.98,4532,Purchase,New York NY,Completed
TXN00520,2025-06-10,14:57:50,Whole Foods Market,Groceries,76.3,4532,Purchase,New York NY,Completed
TXN00521,2025-06-23,00:32:16,Apple Store,Shopping,177.23,4532,Purchase,San Francisco CA,Completed
TXN00522,2025-06-13,16:35:16,Whole Foods Market,Groceries,226.52,4532,Purchase,New York NY,Completed
TXN00523,2025-06-25,04:02:48,Netflix,Entertainment,153.9,4532,Purchase,Online,Completed
TXN00524,2025-06-06,21:59:01,Amazon.com,Shopping,209.3,4532,Purchase,Online,Completed
TXN00525,2025-06-06,10:27:37,Apple Store,Shopping,47.21,4532,Purchase,San Francisco CA,Completed
TXN00526,2025-06-21,13:04:46,Amazon.com,Shopping,238.74,4532,Purchase,Online,Completed
TXN00527,2025-06-07,13:21:40,McDonald's,Food & Dining,248.54,4532,Purchase,New York NY,Completed
TXN00528,2025-06-26,06:22:04,Uber,Transportation,141.44,4532,Purchase,Online,Completed
TXN00529,2025-06-29,04:58:02,Apple Store,Shopping,172.16,4532,Purchase,San Francisco CA,Completed
TXN00530,2025-06-27,04:23:21,Whole Foods Market,Groceries,114.04,4532,Purchase,New York NY,Completed
TXN00531,2025-06-12,03:10:46,Whole Foods Market,Groceries,247.87,4532,Purchase,New York NY,Completed
TXN00532,2025-06-28,00:14:27,Apple Store,Shopping,223.08,4532,Purchase,San Francisco CA,Completed
TXN00533,2025-06-05,10:50:30,Whole Foods Market,Groceries,62.49,4532,Purchase,New York NY,Completed
TXN00534,2025-06-11,23:44:47,Netflix,Entertainment,87.94,4532,Purchase,Online,Completed
TXN00535,2025-06-11,19:37:48,McDonald's,Food & Dining,144.9,4532,Purchase,New York NY,Completed
TXN00536,2025-06-02,15:24:05,Amazon.com,Shopping,99.98,4532,Purchase,Online,Completed
TXN00537,2025-06-20,16:17:21,Uber,Transportation,69.46,4532,Purchase,Online,Completed
TXN00538,2025-06-06,03:30:36,Amazon.com,Shopping,216.47,4532,Purchase,Online,Completed
TXN00539,2025-06-06,18:20:28,Netflix,Entertainment,200.47,4532,Purchase,Online,Completed
TXN00540,2025-06-26,21:18:01,Uber,Transportation,228.62,4532,Purchase,Online,Completed
TXN00541,2025-06-09,02:09:00,Starbucks Coffee,Food & Dining,202.11,4532,Purchase,New York NY,Completed
TXN00542,2025-06-09,03:30:51,McDonald's,Food & Dining,221.64,4532,Purchase,New York NY,Completed
TXN00543,2025-06-08,11:24:44,Amazon.com,Shopping,111.62,4532,Purchase,Online,Completed
TXN00544,2025-06-03,22:04:10,McDonald's,Food & Dining,226.13,4532,Purchase,New York NY,Completed
TXN00545,2025-06-19,19:10:23,Whole Foods Market,Groceries,138.49,4532,Purchase,New York NY,Completed
TXN00546,2025-06-04,07:37:32,Amazon.com,Shopping,218.3,4532,Purchase,Online,Completed
TXN00547,2025-06-03,04:30:51,Whole Foods Market,Groceries,113.89,4532,Purchase,New York NY,Completed
TXN00548,2025-06-21,23:46:20,Whole Foods Market,Groceries,163.11,4532,Purchase,New York NY,Completed
TXN00549,2025-06-20,04:57:50,Apple Store,Shopping,205.14,4532,Purchase,San Francisco CA,Completed
TXN00550,2025-06-24,13:55:51,Whole Foods Market,Groceries,234.2,4532,Purchase,New York NY,Completed
TXN00551,2025-06-12,10:35:38,Uber,Transportation,67.17,4532,Purchase,Online,Completed
TXN00552,2025-06-21,14:51:26,Amazon.com,Shopping,204.76,4532,Purchase,Online,Completed
TXN00553,2025-06-09,01:27:55,Amazon.com,Shopping,24.37,4532,Purchase,Online,Completed
TXN00554,2025-06-04,02:34:14,Netflix,Entertainment,172.62,4532,Purchase,Online,Completed
TXN00555,2025-06-20,23:59:21,Amazon.com,Shopping,74.77,4532,Purchase,Online,Completed
TXN00556,2025-06-03,14:03:16,Uber,Transportation,193.28,4532,Purchase,Online,Completed
TXN00557,2025-06-14,19:07:11,Shell Gas Station,Gas & Transportation,117.89,4532,Purchase,Brooklyn NY,Completed
TXN00558,2025-06-24,23:25:04,Apple Store,Shopping,243.33,4532,Purchase,San Francisco CA,Completed
TXN00559,2025-06-18,05:41:10,Apple Store,Shopping,66.5,4532,Purchase,San Francisco CA,Completed
TXN00560,2025-06-01,02:44:05,Amazon.com,Shopping,64.19,4532,Purchase,Online,Completed
TXN00561,2025-06-02,23:06:02,Uber,Transportation,218.17,4532,Purchase,Online,Completed
TXN00562,2025-06-18,05:14:14,Apple Store,Shopping,224.18,4532,Purchase,San Francisco CA,Completed
TXN00563,2025-06-01,02:03:30,Shell Gas Station,Gas & Transportation,103.34,4532,Purchase,Brooklyn NY,Completed
TXN00564,2025-06-14,16:28:44,Whole Foods Market,Groceries,43.5,4532,Purchase,New York NY,Completed
TXN00565,2025-06-18,15:31:47,McDonald's,Food & Dining,82.38,4532,Purchase,New York NY,Completed
TXN00566,2025-06-24,14:36:00,McDonald's,Food & Dining,188.17,4532,Purchase,New York NY,Completed
TXN00567,2025-06-05,20:04:27,McDonald's,Food & Dining,25.52,4532,Purchase,New York NY,Completed
TXN00568,2025-06-03,08:24:11,Whole Foods Market,Groceries,120.09,4532,Purchase,New York NY,Completed
TXN00569,2025-06-28,22:14:04,Whole Foods Market,Groceries,57.33,4532,Purchase,New York NY,Completed
TXN00570,2025-06-17,06:55:26,Shell Gas Station,Gas & Transportation,196.49,4532,Purchase,Brooklyn NY,Completed
TXN00571,2025-06-08,08:16:39,Shell Gas Station,Gas & Transportation,104.73,4532,Purchase,Brooklyn NY,Completed
TXN00572,2025-06-10,17:17:57,Uber,Transportation,82.01,4532,Purchase,Online,Completed
TXN00573,2025-06-26,00:59:32,McDonald's,Food & Dining,97.55,4532,Purchase,New York NY,Completed
TXN00574,2025-06-13,07:04:13,Amazon.com,Shopping,235.36,4532,Purchase,Online,Completed
TXN00575,2025-06-27,07:55:08,Amazon.com,Shopping,24.93,4532,Purchase,Online,Completed
TXN00576,2025-06-23,15:09:33,Shell Gas Station,Gas & Transportation,73.85,4532,Purchase,Brooklyn NY,Completed
TXN00577,2025-06-07,01:30:15,Amazon.com,Shopping,151.76,4532,Purchase,Online,Completed
TXN00578,2025-06-08,02:10:28,Apple Store,Shopping,132.15,4532,Purchase,San Francisco CA,Completed
TXN00579,2025-06-30,22:25:21,Uber,Transportation,62.27,4532,Purchase,Online,Completed
TXN00580,2025-06-30,11:33:01,Netflix,Entertainment,11.37,4532,Purchase,Online,Completed
TXN00581,2025-06-02,00:13:52,Uber,Transportation,160.97,4532,Purchase,Online,Completed
TXN00582,2025-06-30,01:14:56,Starbucks Coffee,Food & Dining,29.03,4532,Purchase,New York NY,Completed
TXN00583,2025-06-27,21:16:45,Uber,Transportation,194.17,4532,Purchase,Online,Completed
TXN00584,2025-06-02,17:18:56,Apple Store,Shopping,182.14,4532,Purchase,San Francisco CA,Completed
TXN00585,2025-06-26,19:32:04,Starbucks Coffee,Food & Dining,158.44,4532,Purchase,New York NY,Completed
TXN00586,2025-06-06,15:31:21,Whole Foods Market,Groceries,214.42,4532,Purchase,New York NY,Completed
TXN00587,2025-06-20,17:32:29,Shell Gas Station,Gas & Transportation,192.41,4532,Purchase,Brooklyn NY,Completed
TXN00588,2025-06-05,14:11:59,Netflix,Entertainment,3.58,4532,Purchase,Online,Completed
TXN00589,2025-06-06,05:31:41,Uber,Transportation,221.93,4532,Purchase,Online,Completed
TXN00590,2025-06-14,23:58:53,Whole Foods Market,Groceries,70.0,4532,Purchase,New York NY,Completed
TXN00591,2025-06-13,23:21:48,Netflix,Entertainment,204.81,4532,Purchase,Online,Completed
TXN00592,2025-06-25,16:07:17,McDonald's,Food & Dining,31.33,4532,Purchase,New York NY,Completed
TXN00593,2025-06-03,16:21:59,Shell Gas Station,Gas & Transportation,48.07,4532,Purchase,Brooklyn NY,Completed
TXN00594,2025-06-16,14:38:42,Amazon.com,Shopping,153.59,4532,Purchase,Online,Completed
TXN00595,2025-06-16,07:51:39,Amazon.com,Shopping,51.46,4532,Purchase,Online,Completed
TXN00596,2025-06-15,15:53:37,Apple Store,Shopping,58.92,4532,Purchase,San Francisco CA,Completed
TXN00597,2025-06-24,18:22:52,Whole Foods Market,Groceries,195.68,4532,Purchase,New York NY,Completed
TXN00598,2025-06-14,15:32:48,Uber,Transportation,33.06,4532,Purchase,Online,Completed
TXN00599,2025-06-27,18:27:26,Shell Gas Station,Gas & Transportation,25.68,4532,Purchase,Brooklyn NY,Completed
TXN00600,2025-06-30,06:23:30,Amazon.com,Shopping,243.44,4532,Purchase,Online,Completed
TXN00601,2025-07-21,00:24:00,McDonald's,Food & Dining,81.59,4532,Purchase,New York NY,Completed
TXN00602,2025-07-29,12:06:43,Starbucks Coffee,Food & Dining,115.55,4532,Purchase,New York NY,Completed
TXN00603,2025-07-01,16:37:52,Whole Foods Market,Groceries,99.16,4532,Purchase,New York NY,Completed
TXN00604,2025-07-24,01:21:44,Shell Gas Station,Gas & Transportation,166.16,4532,Purchase,Brooklyn NY,Completed
TXN00605,2025-07-05,06:31:59,McDonald's,Food & Dining,189.37,4532,Purchase,New York NY,Completed
TXN00606,2025-07-05,10:43:14,Shell Gas Station,Gas & Transportation,138.34,4532,Purchase,Brooklyn NY,Completed
TXN00607,2025-07-25,12:22:05,Apple Store,Shopping,82.67,4532,Purchase,San Francisco CA,Completed
TXN00608,2025-07-28,22:28:51,Netflix,Entertainment,5.07,4532,Purchase,Online,Completed
TXN00609,2025-07-16,01:33:20,Whole Foods Market,Groceries,124.02,4532,Purchase,New York NY,Completed
TXN00610,2025-07-18,18:32:59,Uber,Transportation,105.09,4532,Purchase,Online,Completed
TXN00611,2025-07-20,21:58:59,Uber,Transportation,121.68,4532,Purchase,Online,Completed
TXN00612,2025-07-07,00:13:14,Netflix,Entertainment,226.75,4532,Purchase,Online,Completed
TXN00613,2025-07-19,05:11:53,Amazon.com,Shopping,206.75,4532,Purchase,Online,Completed
TXN00614,2025-07-19,23:22:13,Uber,Transportation,207.13,4532,Purchase,Online,Completed
TXN00615,2025-07-28,20:46:43,Starbucks Coffee,Food & Dining,177.9,4532,Purchase,New York NY,Completed
TXN00616,2025-07-27,15:58:36,Netflix,Entertainment,151.2,4532,Purchase,Online,Completed
TXN00617,2025-07-28,14:31:19,Shell Gas Station,Gas & Transportation,8.9,4532,Purchase,Brooklyn NY,Completed
TXN00618,2025-07-26,20:42:46,McDonald's,Food & Dining,119.8,4532,Purchase,New York NY,Completed
TXN00619,2025-07-13,09:41:26,Apple Store,Shopping,190.93,4532,Purchase,San Francisco CA,Completed
TXN00620,2025-07-28,17:45:53,Amazon.com,Shopping,125.35,4532,Purchase,Online,Completed
TXN00621,2025-07-26,04:09:25,Uber,Transportation,124.18,4532,Purchase,Online,Completed
TXN00622,2025-07-30,23:04:50,Starbucks Coffee,Food & Dining,123.93,4532,Purchase,New York NY,Completed
TXN00623,2025-07-28,18:44:07,McDonald's,Food & Dining,136.01,4532,Purchase,New York NY,Completed
TXN00624,2025-07-16,17:59:10,Whole Foods Market,Groceries,63.54,4532,Purchase,New York NY,Completed
TXN00625,2025-07-29,12:01:57,Starbucks Coffee,Food & Dining,64.13,4532,Purchase,New York NY,Completed
TXN00626,2025-07-12,01:01:28,Amazon.com,Shopping,179.99,4532,Purchase,Online,Completed
TXN00627,2025-07-24,13:30:52,Starbucks Coffee,Food & Dining,55.23,4532,Purchase,New York NY,Completed
TXN00628,2025-07-05,17:47:38,Apple Store,Shopping,71.55,4532,Purchase,San Francisco CA,Completed
TXN00629,2025-07-23,20:07:40,Shell Gas Station,Gas & Transportation,54.19,4532,Purchase,Brooklyn NY,Completed
TXN00630,2025-07-19,06:32:39,McDonald's,Food & Dining,147.47,4532,Purchase,New York NY,Completed
TXN00631,2025-07-22,06:08:41,Amazon.com,Shopping,131.85,4532,Purchase,Online,Completed
TXN00632,2025-07-26,17:49:43,Apple Store,Shopping,124.37,4532,Purchase,San Francisco CA,Completed
TXN00633,2025-07-01,18:16:20,McDonald's,Food & Dining,96.84,4532,Purchase,New York NY,Completed
TXN00634,2025-07-30,10:23:11,Apple Store,Shopping,60.73,4532,Purchase,San Francisco CA,Completed
TXN00635,2025-07-31,02:52:15,Whole Foods Market,Groceries,39.0,4532,Purchase,New York NY,Completed
TXN00636,2025-07-12,07:13:52,Apple Store,Shopping,168.73,4532,Purchase,San Francisco CA,Completed
TXN00637,2025-07-15,18:07:46,Whole Foods Market,Groceries,185.44,4532,Purchase,New York NY,Completed
TXN00638,2025-07-08,18:08:49,Whole Foods Market,Groceries,238.06,4532,Purchase,New York NY,Completed
TXN00639,2025-07-03,01:04:07,Shell Gas Station,Gas & Transportation,144.8,4532,Purchase,Brooklyn NY,Completed
TXN00640,2025-07-02,01:20:48,Apple Store,Shopping,119.21,4532,Purchase,San Francisco CA,Completed
TXN00641,2025-07-06,02:57:22,Whole Foods Market,Groceries,155.67,4532,Purchase,New York NY,Completed
TXN00642,2025-07-04,15:38:35,Netflix,Entertainment,65.91,4532,Purchase,Online,Completed
TXN00643,2025-07-05,16:11:08,Starbucks Coffee,Food & Dining,244.73,4532,Purchase,New York NY,Completed
TXN00644,2025-07-13,17:48:12,Apple Store,Shopping,153.01,4532,Purchase,San Francisco CA,Completed
TXN00645,2025-07-15,21:04:32,Apple Store,Shopping,230.49,4532,Purchase,San Francisco CA,Completed
TXN00646,2025-07-22,12:45:12,McDonald's,Food & Dining,20.78,4532,Purchase,New York NY,Completed
TXN00647,2025-07-08,09:34:11,Uber,Transportation,196.04,4532,Purchase,Online,Completed
TXN00648,2025-07-07,16:11:13,Amazon.com,Shopping,51.7,4532,Purchase,Online,Completed
TXN00649,2025-07-10,10:59:28,Shell Gas Station,Gas & Transportation,47.09,4532,Purchase,Brooklyn NY,Completed
TXN00650,2025-07-26,09:35:40,McDonald's,Food & Dining,146.12,4532,Purchase,New York NY,Completed
TXN00651,2025-07-03,21:57:27,Whole Foods Market,Groceries,81.9,4532,Purchase,New York NY,Completed
TXN00652,2025-07-29,10:08:06,Uber,Transportation,196.4,4532,Purchase,Online,Completed
TXN00653,2025-07-12,05:38:41,Apple Store,Shopping,20.6,4532,Purchase,San Francisco CA,Completed
TXN00654,2025-07-17,02:37:13,McDonald's,Food & Dining,119.6,4532,Purchase,New York NY,Completed
TXN00655,2025-07-26,11:40:51,Apple Store,Shopping,206.44,4532,Purchase,San Francisco CA,Completed
TXN00656,2025-07-11,00:09:58,Shell Gas Station,Gas & Transportation,6.68,4532,Purchase,Brooklyn NY,Completed
TXN00657,2025-07-20,13:25:04,Netflix,Entertainment,180.79,4532,Purchase,Online,Completed
TXN00658,2025-07-12,01:47:39,Apple Store,Shopping,93.03,4532,Purchase,San Francisco CA,Completed
TXN00659,2025-07-31,00:47:03,Whole Foods Market,Groceries,233.23,4532,Purchase,New York NY,Completed
TXN00660,2025-07-15,23:12:41,Amazon.com,Shopping,211.32,4532,Purchase,Online,Completed
TXN00661,2025-07-31,05:18:00,Starbucks Coffee,Food & Dining,96.29,4532,Purchase,New York NY,Completed
TXN00662,2025-07-07,08:02:49,Apple Store,Shopping,123.01,4532,Purchase,San Francisco CA,Completed
TXN00663,2025-07-01,04:29:28,McDonald's,Food & Dining,140.24,4532,Purchase,New York NY,Completed
TXN00664,2025-07-12,04:46:17,Amazon.com,Shopping,77.97,4532,Purchase,Online,Completed
TXN00665,2025-07-04,14:36:14,Whole Foods Market,Groceries,248.35,4532,Purchase,New York NY,Completed
TXN00666,2025-07-30,12:38:33,Netflix,Entertainment,246.68,4532,Purchase,Online,Completed
TXN00667,2025-07-07,13:37:53,Starbucks Coffee,Food & Dining,86.0,4532,Purchase,New York NY,Completed
TXN00668,2025-07-27,16:18:17,Apple Store,Shopping,229.39,4532,Purchase,San Francisco CA,Completed
TXN00669,2025-07-31,02:14:13,Starbucks Coffee,Food & Dining,224.48,4532,Purchase,New York NY,Completed
TXN00670,2025-07-04,01:02:03,Apple Store,Shopping,192.44,4532,Purchase,San Francisco CA,Completed
TXN00671,2025-07-12,18:05:23,Amazon.com,Shopping,189.89,4532,Purchase,Online,Completed
TXN00672,2025-07-21,02:26:03,Amazon.com,Shopping,214.45,4532,Purchase,Online,Completed
TXN00673,2025-07-28,02:37:54,Apple Store,Shopping,127.2,4532,Purchase,San Francisco CA,Completed
TXN00674,2025-07-20,11:07:59,Starbucks Coffee,Food & Dining,194.26,4532,Purchase,New York NY,Completed
TXN00675,2025-07-19,03:05:23,Uber,Transportation,138.38,4532,Purchase,Online,Completed
TXN00676,2025-07-23,12:15:50,Uber,Transportation,243.36,4532,Purchase,Online,Completed
TXN00677,2025-07-04,20:10:17,Uber,Transportation,30.46,4532,Purchase,Online,Completed
TXN00678,2025-07-22,11:38:53,McDonald's,Food & Dining,116.25,4532,Purchase,New York NY,Completed
TXN00679,2025-07-19,09:59:22,Whole Foods Market,Groceries,185.6,4532,Purchase,New York NY,Completed
TXN00680,2025-07-27,17:57:15,Whole Foods Market,Groceries,124.8,4532,Purchase,New York NY,Completed
